date,views,code,day_month
2020-11-22,342718527,en,11-22
2020-11-23,338098401,en,11-23
2020-11-24,323615229,en,11-24
2020-11-25,324413478,en,11-25
2020-11-26,319252872,en,11-26
2020-11-27,312104388,en,11-27
2020-11-28,322976590,en,11-28
2020-11-29,336862988,en,11-29
2020-11-30,329125568,en,11-30
2020-12-01,314633169,en,12-01
2020-12-02,314376703,en,12-02
2020-12-03,316400721,en,12-03
2020-12-04,310451153,en,12-04
2020-12-05,319531433,en,12-05
2020-12-06,335022634,en,12-06
2020-12-07,331909421,en,12-07
2020-12-08,322846018,en,12-08
2020-12-09,320147288,en,12-09
2020-12-10,315496668,en,12-10
2020-12-11,316247427,en,12-11
2020-12-12,321650014,en,12-12
2020-12-13,336655524,en,12-13
2020-12-14,338905170,en,12-14
2020-12-15,318706155,en,12-15
2020-12-16,326584857,en,12-16
2020-12-17,308614514,en,12-17
2020-12-18,306301192,en,12-18
2020-12-19,305222076,en,12-19
2020-12-20,320764286,en,12-20
2020-12-21,308419905,en,12-21
2020-12-22,305163975,en,12-22
2020-12-23,300152536,en,12-23
2020-12-24,292411425,en,12-24
2020-12-25,296889167,en,12-25
2020-12-26,319552715,en,12-26
2020-12-27,335627774,en,12-27
2020-12-28,329616430,en,12-28
2020-12-29,324995439,en,12-29
2020-12-30,319973683,en,12-30
2020-12-31,303485802,en,12-31
2021-01-01,320916982,en,01-01
2021-01-02,342942096,en,01-02
2021-01-03,348913976,en,01-03
2021-01-04,335991143,en,01-04
2021-01-05,331791204,en,01-05
2021-01-06,331560200,en,01-06
2021-01-07,328949860,en,01-07
2021-01-08,326411220,en,01-08
2021-01-09,335779438,en,01-09
2021-01-10,350059568,en,01-10
2021-01-11,342930347,en,01-11
2021-01-12,337881240,en,01-12
2021-01-13,335589992,en,01-13
2021-01-14,333170355,en,01-14
2021-01-15,321946195,en,01-15
2021-01-16,326957646,en,01-16
2021-01-17,342396882,en,01-17
2021-01-18,339872367,en,01-18
2021-01-19,330336727,en,01-19
2021-01-20,344283200,en,01-20
2021-01-21,331508596,en,01-21
2021-01-22,323469988,en,01-22
2021-01-23,327851110,en,01-23
2021-01-24,347360633,en,01-24
2021-01-25,336760332,en,01-25
2021-01-26,331776660,en,01-26
2021-01-27,330370457,en,01-27
2021-01-28,322536174,en,01-28
2021-01-29,318312428,en,01-29
2021-01-30,326517038,en,01-30
2021-01-31,339227420,en,01-31
2021-02-01,340579862,en,02-01
2021-02-02,327733774,en,02-02
2021-02-03,335044562,en,02-03
2021-02-04,326653859,en,02-04
2021-02-05,319121401,en,02-05
2021-02-06,325072702,en,02-06
2021-02-07,342989898,en,02-07
2021-02-08,340416749,en,02-08
2021-02-09,323356858,en,02-09
2021-02-10,317182967,en,02-10
2021-02-11,322595434,en,02-11
2021-02-12,318765255,en,02-12
2021-02-13,325742587,en,02-13
2021-02-14,342112736,en,02-14
2021-02-15,335088757,en,02-15
2021-02-16,328079385,en,02-16
2021-02-17,331114729,en,02-17
2021-02-18,332988685,en,02-18
2021-02-19,335401680,en,02-19
2021-02-20,330006919,en,02-20
2021-02-21,347175839,en,02-21
2021-02-22,345509691,en,02-22
2021-02-23,336745521,en,02-23
2021-02-24,337037139,en,02-24
2021-02-25,334473546,en,02-25
2021-02-26,318744471,en,02-26
2021-02-27,319737168,en,02-27
2021-02-28,338492349,en,02-28
2021-03-01,341604678,en,03-01
2021-03-02,328234939,en,03-02
2021-03-03,320481151,en,03-03
2021-03-04,317720859,en,03-04
2021-03-05,317162671,en,03-05
2021-03-06,317560595,en,03-06
2021-03-07,336255281,en,03-07
2021-03-08,333686595,en,03-08
2021-03-09,322586627,en,03-09
2021-03-10,323383823,en,03-10
2021-03-11,320553529,en,03-11
2021-03-12,309977560,en,03-12
2021-03-13,316314550,en,03-13
2021-03-14,341662279,en,03-14
2021-03-15,337079848,en,03-15
2021-03-16,319980306,en,03-16
2021-03-17,317696171,en,03-17
2021-03-18,317655170,en,03-18
2021-03-19,314673791,en,03-19
2021-03-20,311791462,en,03-20
2021-03-21,320891857,en,03-21
2021-03-22,318383954,en,03-22
2021-03-23,314508184,en,03-23
2021-03-24,321701621,en,03-24
2021-03-25,326361792,en,03-25
2021-03-26,313623533,en,03-26
2021-03-27,316745660,en,03-27
2021-03-28,342674241,en,03-28
2021-03-29,327962787,en,03-29
2021-03-30,312580732,en,03-30
2021-03-31,314485844,en,03-31
2021-04-01,314696144,en,04-01
2021-04-02,317579547,en,04-02
2021-04-03,325145429,en,04-03
2021-04-04,326952313,en,04-04
2021-04-05,337809201,en,04-05
2021-04-06,326203486,en,04-06
2021-04-07,321216765,en,04-07
2021-04-08,319668832,en,04-08
2021-04-09,330827484,en,04-09
2021-04-10,328963627,en,04-10
2021-04-11,339761794,en,04-11
2021-04-12,331280870,en,04-12
2021-04-13,323038101,en,04-13
2021-04-14,320909029,en,04-14
2021-04-15,316579453,en,04-15
2021-04-16,315708497,en,04-16
2021-04-17,327800661,en,04-17
2021-04-18,336864743,en,04-18
2021-04-19,328021462,en,04-19
2021-04-20,324776428,en,04-20
2021-04-21,319103474,en,04-21
2021-04-22,317510339,en,04-22
2021-04-23,313482177,en,04-23
2021-04-24,314990803,en,04-24
2021-04-25,332072626,en,04-25
2021-04-26,334959234,en,04-26
2021-04-27,315573926,en,04-27
2021-04-28,313908861,en,04-28
2021-04-29,310831049,en,04-29
2021-04-30,305879778,en,04-30
2021-05-01,310074207,en,05-01
2021-05-02,321427226,en,05-02
2021-05-03,329518899,en,05-03
2021-05-04,316453482,en,05-04
2021-05-05,316305362,en,05-05
2021-05-06,311700007,en,05-06
2021-05-07,310059042,en,05-07
2021-05-08,311722273,en,05-08
2021-05-09,322400956,en,05-09
2021-05-10,327672044,en,05-10
2021-05-11,321232180,en,05-11
2021-05-12,318785676,en,05-12
2021-05-13,310706076,en,05-13
2021-05-14,314803798,en,05-14
2021-05-15,309764095,en,05-15
2021-05-16,326233236,en,05-16
2021-05-17,328904892,en,05-17
2021-05-18,320306743,en,05-18
2021-05-19,309904967,en,05-19
2021-05-20,311921932,en,05-20
2021-05-21,305701390,en,05-21
2021-05-22,305456576,en,05-22
2021-05-23,334565836,en,05-23
2021-05-24,331728808,en,05-24
2021-05-25,321960612,en,05-25
2021-05-26,320438194,en,05-26
2021-05-27,317758091,en,05-27
2021-05-28,313760955,en,05-28
2021-05-29,321560628,en,05-29
2021-05-30,327107038,en,05-30
2021-05-31,321098013,en,05-31
2021-06-01,316004515,en,06-01
2021-06-02,319181211,en,06-02
2021-06-03,311290159,en,06-03
2021-06-04,303261685,en,06-04
2021-06-05,289618650,en,06-05
2021-06-06,309609402,en,06-06
2021-06-07,315046421,en,06-07
2021-06-08,302029278,en,06-08
2021-06-09,301182357,en,06-09
2021-06-10,299566034,en,06-10
2021-06-11,295146233,en,06-11
2021-06-12,292573132,en,06-12
2021-06-13,304191512,en,06-13
2021-06-14,304234855,en,06-14
2021-06-15,293822377,en,06-15
2021-06-16,289955735,en,06-16
2021-06-17,303896926,en,06-17
2021-06-18,290801957,en,06-18
2021-06-19,292129254,en,06-19
2021-06-20,300519918,en,06-20
2021-06-21,300304853,en,06-21
2021-06-22,294117399,en,06-22
2021-06-23,295340368,en,06-23
2021-06-24,294557545,en,06-24
2021-06-25,289140853,en,06-25
2021-06-26,292109164,en,06-26
2021-06-27,307247279,en,06-27
2021-06-28,310044814,en,06-28
2021-06-29,314337264,en,06-29
2021-06-30,316834474,en,06-30
2021-07-01,325657505,en,07-01
2021-07-02,315590650,en,07-02
2021-07-03,321193498,en,07-03
2021-07-04,326276552,en,07-04
2021-07-05,330929285,en,07-05
2021-07-06,333600269,en,07-06
2021-07-07,338117210,en,07-07
2021-07-08,317444763,en,07-08
2021-07-09,305267364,en,07-09
2021-07-10,296026188,en,07-10
2021-07-11,329266188,en,07-11
2021-07-12,321191635,en,07-12
2021-07-13,313264683,en,07-13
2021-07-14,310744358,en,07-14
2021-07-15,310570389,en,07-15
2021-07-16,304892647,en,07-16
2021-07-17,307335303,en,07-17
2021-07-18,319047647,en,07-18
2021-07-19,314126138,en,07-19
2021-07-20,313599233,en,07-20
2021-07-21,307130157,en,07-21
2021-07-22,315734390,en,07-22
2021-07-23,324278081,en,07-23
2021-07-24,315454719,en,07-24
2021-07-25,328157219,en,07-25
2021-07-26,325222226,en,07-26
2021-07-27,319207475,en,07-27
2021-07-28,313025780,en,07-28
2021-07-29,313957121,en,07-29
2021-07-30,315764037,en,07-30
2021-07-31,318625355,en,07-31
2021-08-01,333144561,en,08-01
2021-08-02,320570013,en,08-02
2021-08-03,312812429,en,08-03
2021-08-04,312665692,en,08-04
2021-08-05,313922147,en,08-05
2021-08-06,308158272,en,08-06
2021-08-07,319242436,en,08-07
2021-08-08,332396017,en,08-08
2021-08-09,302469142,en,08-09
2021-08-10,309962748,en,08-10
2021-08-11,312892036,en,08-11
2021-08-12,311573083,en,08-12
2021-08-13,309491447,en,08-13
2021-08-14,305749004,en,08-14
2021-08-15,320598768,en,08-15
2021-08-16,319864252,en,08-16
2021-08-17,316651558,en,08-17
2021-08-18,310059524,en,08-18
2021-08-19,313459563,en,08-19
2021-08-20,312361291,en,08-20
2021-08-21,306628644,en,08-21
2021-08-22,315294411,en,08-22
2021-08-23,312569778,en,08-23
2021-08-24,314925772,en,08-24
2021-08-25,310295229,en,08-25
2021-08-26,307681301,en,08-26
2021-08-27,307185802,en,08-27
2021-08-28,305717359,en,08-28
2021-08-29,321118926,en,08-29
2021-08-30,323969656,en,08-30
2021-08-31,321829469,en,08-31
2021-09-01,306837186,en,09-01
2021-09-02,305119537,en,09-02
2021-09-03,298477284,en,09-03
2021-09-04,302556145,en,09-04
2021-09-05,314080179,en,09-05
2021-09-06,321416300,en,09-06
2021-09-07,316984419,en,09-07
2021-09-08,312720017,en,09-08
2021-09-09,310368096,en,09-09
2021-09-10,300831923,en,09-10
2021-09-11,306804077,en,09-11
2021-09-12,319804295,en,09-12
2021-09-13,317942370,en,09-13
2021-09-14,329198849,en,09-14
2021-09-15,345324904,en,09-15
2021-09-16,318327567,en,09-16
2021-09-17,313279064,en,09-17
2021-09-18,303936316,en,09-18
2021-09-19,314462163,en,09-19
2021-09-20,315643134,en,09-20
2021-09-21,308207929,en,09-21
2021-09-22,296794118,en,09-22
2021-09-23,290003452,en,09-23
2021-09-24,287103536,en,09-24
2021-09-25,289728153,en,09-25
2021-09-26,298044169,en,09-26
2021-09-27,300021109,en,09-27
2021-09-28,294765522,en,09-28
2021-09-29,290046580,en,09-29
2021-09-30,288676379,en,09-30
2021-10-01,282573759,en,10-01
2021-10-02,289569615,en,10-02
2021-10-03,311513690,en,10-03
2021-10-04,307627683,en,10-04
2021-10-05,298806068,en,10-05
2021-10-06,295299885,en,10-06
2021-10-07,289187177,en,10-07
2021-10-08,285536374,en,10-08
2021-10-09,288356987,en,10-09
2021-10-10,305196097,en,10-10
2021-10-11,303264244,en,10-11
2021-10-12,293423279,en,10-12
2021-10-13,291815733,en,10-13
2021-10-14,296342415,en,10-14
2021-10-15,294466931,en,10-15
2021-10-16,290803319,en,10-16
2021-10-17,304515842,en,10-17
2021-10-18,307880040,en,10-18
2021-10-19,293350841,en,10-19
2021-10-20,290024933,en,10-20
2021-10-21,290061283,en,10-21
2021-10-22,285789454,en,10-22
2021-10-23,285545557,en,10-23
2021-10-24,298434372,en,10-24
2021-10-25,306969548,en,10-25
2021-10-26,302401224,en,10-26
2021-10-27,300752618,en,10-27
2021-10-28,296412615,en,10-28
2021-10-29,295073539,en,10-29
2021-10-30,288224837,en,10-30
2021-10-31,299045244,en,10-31
2021-11-01,299159759,en,11-01
2021-11-02,304707081,en,11-02
2021-11-03,292139826,en,11-03
2021-11-04,284922743,en,11-04
2021-11-05,281292182,en,11-05
2021-11-06,276604923,en,11-06
2021-11-07,297574926,en,11-07
2021-11-08,295989931,en,11-08
2021-11-09,298594477,en,11-09
2021-11-10,287301336,en,11-10
2021-11-11,288235658,en,11-11
2021-11-12,283859793,en,11-12
2021-11-13,287044840,en,11-13
2021-11-14,304855123,en,11-14
2021-11-15,304107156,en,11-15
2021-11-16,288578229,en,11-16
2021-11-17,291237326,en,11-17
2021-11-18,291538066,en,11-18
2021-11-19,277398197,en,11-19
2021-11-20,275038923,en,11-20
2021-11-21,291316483,en,11-21
2021-11-22,289021524,en,11-22
2021-11-23,282756044,en,11-23
2021-11-24,279652336,en,11-24
2021-11-25,276586801,en,11-25
2021-11-26,272844272,en,11-26
2021-11-27,283460496,en,11-27
2021-11-28,298083087,en,11-28
2021-11-29,294986202,en,11-29
2021-11-30,289195790,en,11-30
2021-12-01,283421719,en,12-01
2021-12-02,280178562,en,12-02
2021-12-03,276868051,en,12-03
2021-12-04,279427129,en,12-04
2021-12-05,297187911,en,12-05
2021-12-06,294434315,en,12-06
2021-12-07,289098851,en,12-07
2021-12-08,289178402,en,12-08
2021-12-09,283888844,en,12-09
2021-12-10,278682034,en,12-10
2021-12-11,274324672,en,12-11
2021-12-12,290512145,en,12-12
2021-12-13,291548149,en,12-13
2021-12-14,282605691,en,12-14
2021-12-15,284506928,en,12-15
2021-12-16,276710879,en,12-16
2021-12-17,270207835,en,12-17
2021-12-18,270672136,en,12-18
2021-12-19,287783245,en,12-19
2021-12-20,283736768,en,12-20
2021-12-21,271438349,en,12-21
2021-12-22,273133636,en,12-22
2021-12-23,265038764,en,12-23
2021-12-24,262739827,en,12-24
2021-12-25,272649514,en,12-25
2021-12-26,290816285,en,12-26
2021-12-27,295275969,en,12-27
2021-12-28,294884836,en,12-28
2021-12-29,299279451,en,12-29
2021-12-30,291529610,en,12-30
2021-12-31,279313198,en,12-31
2022-01-01,309400637,en,01-01
2015-07-01,33962104,de,07-01
2015-07-02,33977676,de,07-02
2015-07-03,32101720,de,07-03
2015-07-04,28354210,de,07-04
2015-07-05,33817125,de,07-05
2015-07-06,37851713,de,07-06
2015-07-07,37899363,de,07-07
2015-07-08,39357397,de,07-08
2015-07-09,37547435,de,07-09
2015-07-10,34091966,de,07-10
2015-07-11,29206062,de,07-11
2015-07-12,34911720,de,07-12
2015-07-13,40116773,de,07-13
2015-07-14,37531161,de,07-14
2015-07-15,36209814,de,07-15
2015-07-16,34777827,de,07-16
2015-07-17,33582663,de,07-17
2015-07-18,35489641,de,07-18
2015-07-19,37936823,de,07-19
2015-07-20,36535002,de,07-20
2015-07-21,36389275,de,07-21
2015-07-22,36830917,de,07-22
2015-07-23,35203108,de,07-23
2015-07-24,32672324,de,07-24
2015-07-25,35427324,de,07-25
2015-07-26,33897809,de,07-26
2015-07-27,36970202,de,07-27
2015-07-28,37218444,de,07-28
2015-07-29,37594621,de,07-29
2015-07-30,34000780,de,07-30
2015-07-31,31570899,de,07-31
2015-08-01,32350156,de,08-01
2015-08-02,32594263,de,08-02
2015-08-03,31029712,de,08-03
2015-08-04,35028123,de,08-04
2015-08-05,34012721,de,08-05
2015-08-06,33963080,de,08-06
2015-08-07,34410156,de,08-07
2015-08-08,34021067,de,08-08
2015-08-09,34334555,de,08-09
2015-08-10,33573774,de,08-10
2015-08-11,34964568,de,08-11
2015-08-12,35192520,de,08-12
2015-08-13,35132449,de,08-13
2015-08-14,33465710,de,08-14
2015-08-15,34735435,de,08-15
2015-08-16,38546878,de,08-16
2015-08-17,38832776,de,08-17
2015-08-18,37636678,de,08-18
2015-08-19,36549824,de,08-19
2015-08-20,35801327,de,08-20
2015-08-21,33261869,de,08-21
2015-08-22,32360665,de,08-22
2015-08-23,34693481,de,08-23
2015-08-24,37969480,de,08-24
2015-08-25,38155006,de,08-25
2015-08-26,36026535,de,08-26
2015-08-27,36645958,de,08-27
2015-08-28,37076151,de,08-28
2015-08-29,34028494,de,08-29
2015-08-30,35008380,de,08-30
2015-08-31,35867420,de,08-31
2015-09-01,37496661,de,09-01
2015-09-02,37545320,de,09-02
2015-09-03,37402905,de,09-03
2015-09-04,34595356,de,09-04
2015-09-05,35832648,de,09-05
2015-09-06,36710190,de,09-06
2015-09-07,38315099,de,09-07
2015-09-08,37408931,de,09-08
2015-09-09,36288531,de,09-09
2015-09-10,35739048,de,09-10
2015-09-11,35678648,de,09-11
2015-09-12,33855322,de,09-12
2015-09-13,36493337,de,09-13
2015-09-14,38767413,de,09-14
2015-09-15,37521571,de,09-15
2015-09-16,37794015,de,09-16
2015-09-17,38193774,de,09-17
2015-09-18,35306111,de,09-18
2015-09-19,36682478,de,09-19
2015-09-20,37760325,de,09-20
2015-09-21,38378270,de,09-21
2015-09-22,39300800,de,09-22
2015-09-23,39689345,de,09-23
2015-09-24,37975769,de,09-24
2015-09-25,35346036,de,09-25
2015-09-26,34684070,de,09-26
2015-09-27,35770309,de,09-27
2015-09-28,37933656,de,09-28
2015-09-29,37242983,de,09-29
2015-09-30,36714964,de,09-30
2015-10-01,35136621,de,10-01
2015-10-02,33138405,de,10-02
2015-10-03,39250041,de,10-03
2015-10-04,37091342,de,10-04
2015-10-05,39060094,de,10-05
2015-10-06,38704461,de,10-06
2015-10-07,39021464,de,10-07
2015-10-08,36466719,de,10-08
2015-10-09,35116554,de,10-09
2015-10-10,35618471,de,10-10
2015-10-11,36419862,de,10-11
2015-10-12,37145642,de,10-12
2015-10-13,38153449,de,10-13
2015-10-14,37920725,de,10-14
2015-10-15,38523155,de,10-15
2015-10-16,35807147,de,10-16
2015-10-17,35725094,de,10-17
2015-10-18,37843087,de,10-18
2015-10-19,38977913,de,10-19
2015-10-20,38600212,de,10-20
2015-10-21,39190464,de,10-21
2015-10-22,38620164,de,10-22
2015-10-23,35472865,de,10-23
2015-10-24,35000741,de,10-24
2015-10-25,38813243,de,10-25
2015-10-26,39864110,de,10-26
2015-10-27,39393324,de,10-27
2015-10-28,38302403,de,10-28
2015-10-29,37996388,de,10-29
2015-10-30,35632840,de,10-30
2015-10-31,36847443,de,10-31
2015-11-01,39902091,de,11-01
2015-11-02,41129706,de,11-02
2015-11-03,39385368,de,11-03
2015-11-04,40030677,de,11-04
2015-11-05,38956971,de,11-05
2015-11-06,35918371,de,11-06
2015-11-07,38114672,de,11-07
2015-11-08,41757046,de,11-08
2015-11-09,43345202,de,11-09
2015-11-10,42917414,de,11-10
2015-11-11,41753790,de,11-11
2015-11-12,40519443,de,11-12
2015-11-13,37828855,de,11-13
2015-11-14,38451159,de,11-14
2015-11-15,43222496,de,11-15
2015-11-16,43443440,de,11-16
2015-11-17,40431006,de,11-17
2015-11-18,41737982,de,11-18
2015-11-19,42221335,de,11-19
2015-11-20,37666168,de,11-20
2015-11-21,38193668,de,11-21
2015-11-22,42253078,de,11-22
2015-11-23,43271223,de,11-23
2015-11-24,40829672,de,11-24
2015-11-25,40097552,de,11-25
2015-11-26,39155279,de,11-26
2015-11-27,36010172,de,11-27
2015-11-28,37105004,de,11-28
2015-11-29,40507659,de,11-29
2015-11-30,40680246,de,11-30
2015-12-01,40470597,de,12-01
2015-12-02,40764306,de,12-02
2015-12-03,40671476,de,12-03
2015-12-04,39185147,de,12-04
2015-12-05,38275021,de,12-05
2015-12-06,41419719,de,12-06
2015-12-07,43990804,de,12-07
2015-12-08,40052195,de,12-08
2015-12-09,39394948,de,12-09
2015-12-10,38525349,de,12-10
2015-12-11,35618281,de,12-11
2015-12-12,36433837,de,12-12
2015-12-13,40448271,de,12-13
2015-12-14,41907708,de,12-14
2015-12-15,38960409,de,12-15
2015-12-16,38940695,de,12-16
2015-12-17,37626601,de,12-17
2015-12-18,35640711,de,12-18
2015-12-19,35921302,de,12-19
2015-12-20,39816518,de,12-20
2015-12-21,38081733,de,12-21
2015-12-22,35402096,de,12-22
2015-12-23,33301677,de,12-23
2015-12-24,29638319,de,12-24
2015-12-25,35535977,de,12-25
2015-12-26,42782266,de,12-26
2015-12-27,41060038,de,12-27
2015-12-28,38880782,de,12-28
2015-12-29,39080154,de,12-29
2015-12-30,36981337,de,12-30
2015-12-31,32278762,de,12-31
2016-01-01,39349480,de,01-01
2016-01-02,44442658,de,01-02
2016-01-03,44919983,de,01-03
2016-01-04,43818634,de,01-04
2016-01-05,42425354,de,01-05
2016-01-06,43490049,de,01-06
2016-01-07,42470132,de,01-07
2016-01-08,41441947,de,01-08
2016-01-09,43243789,de,01-09
2016-01-10,46230100,de,01-10
2016-01-11,46896930,de,01-11
2016-01-12,45184160,de,01-12
2016-01-13,43989781,de,01-13
2016-01-14,44848687,de,01-14
2016-01-15,42351185,de,01-15
2016-01-16,43461818,de,01-16
2016-01-17,45782470,de,01-17
2016-01-18,45789659,de,01-18
2016-01-19,45056755,de,01-19
2016-01-20,44193889,de,01-20
2016-01-21,43168444,de,01-21
2016-01-22,40887179,de,01-22
2016-01-23,42040253,de,01-23
2016-01-24,44949143,de,01-24
2016-01-25,44723520,de,01-25
2016-01-26,43640189,de,01-26
2016-01-27,42969444,de,01-27
2016-01-28,42574023,de,01-28
2016-01-29,39445129,de,01-29
2016-01-30,41027348,de,01-30
2016-01-31,44110277,de,01-31
2016-02-01,43979462,de,02-01
2016-02-02,43022091,de,02-02
2016-02-03,42711549,de,02-03
2016-02-04,41085970,de,02-04
2016-02-05,37886144,de,02-05
2016-02-06,38990209,de,02-06
2016-02-07,40240062,de,02-07
2016-02-08,43162986,de,02-08
2016-02-09,41612122,de,02-09
2016-02-10,41646439,de,02-10
2016-02-11,40855814,de,02-11
2016-02-12,38221611,de,02-12
2016-02-13,41711880,de,02-13
2016-02-14,44927171,de,02-14
2016-02-15,43699526,de,02-15
2016-02-16,43175152,de,02-16
2016-02-17,41912149,de,02-17
2016-02-18,40192978,de,02-18
2016-02-19,38348937,de,02-19
2016-02-20,41431312,de,02-20
2016-02-21,43129722,de,02-21
2016-02-22,43102169,de,02-22
2016-02-23,41902000,de,02-23
2016-02-24,42764485,de,02-24
2016-02-25,40924367,de,02-25
2016-02-26,38330605,de,02-26
2016-02-27,37917636,de,02-27
2016-02-28,42882581,de,02-28
2016-02-29,44570934,de,02-29
2016-03-01,40504976,de,03-01
2016-03-02,39956337,de,03-02
2016-03-03,39466585,de,03-03
2016-03-04,37583960,de,03-04
2016-03-05,38566230,de,03-05
2016-03-06,44327962,de,03-06
2016-03-07,43613958,de,03-07
2016-03-08,41406402,de,03-08
2016-03-09,39332944,de,03-09
2016-03-10,38275756,de,03-10
2016-03-11,35599208,de,03-11
2016-03-12,36883891,de,03-12
2016-03-13,40006179,de,03-13
2016-03-14,41517696,de,03-14
2016-03-15,41646768,de,03-15
2016-03-16,38841345,de,03-16
2016-03-17,36374991,de,03-17
2016-03-18,36529901,de,03-18
2016-03-19,37274195,de,03-19
2016-03-20,39104155,de,03-20
2016-03-21,41991353,de,03-21
2016-03-22,37288197,de,03-22
2016-03-23,36875054,de,03-23
2016-03-24,36850630,de,03-24
2016-03-25,42043820,de,03-25
2016-03-26,35772735,de,03-26
2016-03-27,38582109,de,03-27
2016-03-28,44702902,de,03-28
2016-03-29,41279794,de,03-29
2016-03-30,39563971,de,03-30
2016-03-31,37823397,de,03-31
2016-04-01,39517715,de,04-01
2016-04-02,36117563,de,04-02
2016-04-03,36560483,de,04-03
2016-04-04,41249029,de,04-04
2016-04-05,40269659,de,04-05
2016-04-06,39272693,de,04-06
2016-04-07,39977412,de,04-07
2016-04-08,40446183,de,04-08
2016-04-09,37476183,de,04-09
2016-04-10,39307348,de,04-10
2016-04-11,42258691,de,04-11
2016-04-12,39829706,de,04-12
2016-04-13,39488206,de,04-13
2016-04-14,39079537,de,04-14
2016-04-15,36647340,de,04-15
2016-04-16,33863674,de,04-16
2016-04-17,40397436,de,04-17
2016-04-18,44719653,de,04-18
2016-04-19,40070905,de,04-19
2016-04-20,40409558,de,04-20
2016-04-21,38746988,de,04-21
2016-04-22,36709489,de,04-22
2016-04-23,37920405,de,04-23
2016-04-24,40334496,de,04-24
2016-04-25,45239390,de,04-25
2016-04-26,42654086,de,04-26
2016-04-27,40901600,de,04-27
2016-04-28,37737014,de,04-28
2016-04-29,36150845,de,04-29
2016-04-30,34393965,de,04-30
2016-05-01,36707873,de,05-01
2016-05-02,36995167,de,05-02
2016-05-03,37888829,de,05-03
2016-05-04,34071623,de,05-04
2016-05-05,31896907,de,05-05
2016-05-06,32535974,de,05-06
2016-05-07,31219839,de,05-07
2016-05-08,34652183,de,05-08
2016-05-09,38500276,de,05-09
2016-05-10,40414761,de,05-10
2016-05-11,39133720,de,05-11
2016-05-12,39869527,de,05-12
2016-05-13,33732412,de,05-13
2016-05-14,35811551,de,05-14
2016-05-15,38996070,de,05-15
2016-05-16,41097607,de,05-16
2016-05-17,38071503,de,05-17
2016-05-18,36751040,de,05-18
2016-05-19,37523381,de,05-19
2016-05-20,34778280,de,05-20
2016-05-21,32827050,de,05-21
2016-05-22,35711415,de,05-22
2016-05-23,40996373,de,05-23
2016-05-24,40254961,de,05-24
2016-05-25,37069089,de,05-25
2016-05-26,35312630,de,05-26
2016-05-27,34742071,de,05-27
2016-05-28,35753641,de,05-28
2016-05-29,38599952,de,05-29
2016-05-30,41980206,de,05-30
2016-05-31,44958436,de,05-31
2016-06-01,40311124,de,06-01
2016-06-02,40199075,de,06-02
2016-06-03,36213825,de,06-03
2016-06-04,35914283,de,06-04
2016-06-05,38027106,de,06-05
2016-06-06,40191109,de,06-06
2016-06-07,38290075,de,06-07
2016-06-08,38835021,de,06-08
2016-06-09,38228050,de,06-09
2016-06-10,35772527,de,06-10
2016-06-11,36461465,de,06-11
2016-06-12,40348335,de,06-12
2016-06-13,41670238,de,06-13
2016-06-14,41294464,de,06-14
2016-06-15,40357568,de,06-15
2016-06-16,38653661,de,06-16
2016-06-17,37241315,de,06-17
2016-06-18,35683577,de,06-18
2016-06-19,38837429,de,06-19
2016-06-20,42780077,de,06-20
2016-06-21,40083802,de,06-21
2016-06-22,37731698,de,06-22
2016-06-23,35857348,de,06-23
2016-06-24,33913122,de,06-24
2016-06-25,36581189,de,06-25
2016-06-26,37639218,de,06-26
2016-06-27,41870412,de,06-27
2016-06-28,40159964,de,06-28
2016-06-29,37133115,de,06-29
2016-06-30,36070407,de,06-30
2016-07-01,34216152,de,07-01
2016-07-02,33511267,de,07-02
2016-07-03,36495954,de,07-03
2016-07-04,37143214,de,07-04
2016-07-05,42054839,de,07-05
2016-07-06,42187322,de,07-06
2016-07-07,34707841,de,07-07
2016-07-08,34106303,de,07-08
2016-07-09,32550925,de,07-09
2016-07-10,35199188,de,07-10
2016-07-11,40169202,de,07-11
2016-07-12,38905780,de,07-12
2016-07-13,38506571,de,07-13
2016-07-14,37546374,de,07-14
2016-07-15,36879789,de,07-15
2016-07-16,33676022,de,07-16
2016-07-17,35940223,de,07-17
2016-07-18,36153293,de,07-18
2016-07-19,33874357,de,07-19
2016-07-20,33661893,de,07-20
2016-07-21,34926315,de,07-21
2016-07-22,33004277,de,07-22
2016-07-23,34635098,de,07-23
2016-07-24,35559142,de,07-24
2016-07-25,36038054,de,07-25
2016-07-26,37828679,de,07-26
2016-07-27,36907168,de,07-27
2016-07-28,34625468,de,07-28
2016-07-29,35709470,de,07-29
2016-07-30,31533793,de,07-30
2016-07-31,34580051,de,07-31
2016-08-01,35438141,de,08-01
2016-08-02,36046397,de,08-02
2016-08-03,35832249,de,08-03
2016-08-04,34263322,de,08-04
2016-08-05,35327781,de,08-05
2016-08-06,32977357,de,08-06
2016-08-07,31794413,de,08-07
2016-08-08,35187948,de,08-08
2016-08-09,36171609,de,08-09
2016-08-10,36962576,de,08-10
2016-08-11,35912667,de,08-11
2016-08-12,37570713,de,08-12
2016-08-13,34204788,de,08-13
2016-08-14,35151382,de,08-14
2016-08-15,36810684,de,08-15
2016-08-16,36500742,de,08-16
2016-08-17,35183509,de,08-17
2016-08-18,35161497,de,08-18
2016-08-19,35519770,de,08-19
