date,views,code,day_month
2015-07-30,16702883,it,07-30
2015-07-31,15864795,it,07-31
2015-08-01,15626914,it,08-01
2015-08-02,15986790,it,08-02
2015-08-03,15334700,it,08-03
2015-08-04,16878708,it,08-04
2015-08-05,16512722,it,08-05
2015-08-06,16605741,it,08-06
2015-08-07,16255211,it,08-07
2015-08-08,15231313,it,08-08
2015-08-09,16482620,it,08-09
2015-08-10,16573771,it,08-10
2015-08-11,17347352,it,08-11
2015-08-12,16810475,it,08-12
2015-08-13,17023571,it,08-13
2015-08-14,16337616,it,08-14
2015-08-15,16233445,it,08-15
2015-08-16,18611248,it,08-16
2015-08-17,18430239,it,08-17
2015-08-18,18457558,it,08-18
2015-08-19,18468198,it,08-19
2015-08-20,17863298,it,08-20
2015-08-21,17934321,it,08-21
2015-08-22,16641846,it,08-22
2015-08-23,18120834,it,08-23
2015-08-24,19988764,it,08-24
2015-08-25,19457059,it,08-25
2015-08-26,18855498,it,08-26
2015-08-27,18329607,it,08-27
2015-08-28,18814632,it,08-28
2015-08-29,16781718,it,08-29
2015-08-30,17775790,it,08-30
2015-08-31,20203519,it,08-31
2015-09-01,19794860,it,09-01
2015-09-02,19835993,it,09-02
2015-09-03,20279881,it,09-03
2015-09-04,19516400,it,09-04
2015-09-05,19080989,it,09-05
2015-09-06,19173603,it,09-06
2015-09-07,20192098,it,09-07
2015-09-08,20217294,it,09-08
2015-09-09,19612428,it,09-09
2015-09-10,19108494,it,09-10
2015-09-11,18709775,it,09-11
2015-09-12,17014131,it,09-12
2015-09-13,18994807,it,09-13
2015-09-14,19198221,it,09-14
2015-09-15,19217051,it,09-15
2015-09-16,19188901,it,09-16
2015-09-17,19203349,it,09-17
2015-09-18,18252733,it,09-18
2015-09-19,16745096,it,09-19
2015-09-20,20592895,it,09-20
2015-09-21,19487769,it,09-21
2015-09-22,19014375,it,09-22
2015-09-23,18547407,it,09-23
2015-09-24,17929954,it,09-24
2015-09-25,17514943,it,09-25
2015-09-26,18698431,it,09-26
2015-09-27,18398739,it,09-27
2015-09-28,18858638,it,09-28
2015-09-29,18582089,it,09-29
2015-09-30,18068469,it,09-30
2015-10-01,18675169,it,10-01
2015-10-02,18276924,it,10-02
2015-10-03,16973632,it,10-03
2015-10-04,18773557,it,10-04
2015-10-05,18999533,it,10-05
2015-10-06,19371727,it,10-06
2015-10-07,20144559,it,10-07
2015-10-08,18686259,it,10-08
2015-10-09,18135870,it,10-09
2015-10-10,18192351,it,10-10
2015-10-11,18913823,it,10-11
2015-10-12,19100199,it,10-12
2015-10-13,20159976,it,10-13
2015-10-14,20061735,it,10-14
2015-10-15,19527740,it,10-15
2015-10-16,18036490,it,10-16
2015-10-17,16867867,it,10-17
2015-10-18,18823039,it,10-18
2015-10-19,18853401,it,10-19
2015-10-20,19078052,it,10-20
2015-10-21,18961993,it,10-21
2015-10-22,18535314,it,10-22
2015-10-23,17374840,it,10-23
2015-10-24,16553672,it,10-24
2015-10-25,18438859,it,10-25
2015-10-26,18326397,it,10-26
2015-10-27,18540511,it,10-27
2015-10-28,18466740,it,10-28
2015-10-29,18062953,it,10-29
2015-10-30,17117053,it,10-30
2015-10-31,16209513,it,10-31
2015-11-01,18418179,it,11-01
2015-11-02,19516127,it,11-02
2015-11-03,19020141,it,11-03
2015-11-04,19089815,it,11-04
2015-11-05,19009636,it,11-05
2015-11-06,18295029,it,11-06
2015-11-07,17206352,it,11-07
2015-11-08,20147162,it,11-08
2015-11-09,20594599,it,11-09
2015-11-10,20495113,it,11-10
2015-11-11,19833174,it,11-11
2015-11-12,19482280,it,11-12
2015-11-13,19013180,it,11-13
2015-11-14,17889324,it,11-14
2015-11-15,20753153,it,11-15
2015-11-16,20665657,it,11-16
2015-11-17,19490169,it,11-17
2015-11-18,19536767,it,11-18
2015-11-19,19850167,it,11-19
2015-11-20,18967625,it,11-20
2015-11-21,17979806,it,11-21
2015-11-22,20035771,it,11-22
2015-11-23,20130926,it,11-23
2015-11-24,19645286,it,11-24
2015-11-25,19357965,it,11-25
2015-11-26,19385461,it,11-26
2015-11-27,18021202,it,11-27
2015-11-28,17478769,it,11-28
2015-11-29,19997002,it,11-29
2015-11-30,19622209,it,11-30
2015-12-01,19839406,it,12-01
2015-12-02,19413545,it,12-02
2015-12-03,18947689,it,12-03
2015-12-04,17961874,it,12-04
2015-12-05,17060430,it,12-05
2015-12-06,19237960,it,12-06
2015-12-07,19699600,it,12-07
2015-12-08,21008350,it,12-08
2015-12-09,19844217,it,12-09
2015-12-10,19482570,it,12-10
2015-12-11,18452756,it,12-11
2015-12-12,17399365,it,12-12
2015-12-13,20136706,it,12-13
2015-12-14,20155467,it,12-14
2015-12-15,19472841,it,12-15
2015-12-16,19421446,it,12-16
2015-12-17,18686360,it,12-17
2015-12-18,17795795,it,12-18
2015-12-19,17038788,it,12-19
2015-12-20,19286237,it,12-20
2015-12-21,18825611,it,12-21
2015-12-22,17372585,it,12-22
2015-12-23,16248779,it,12-23
2015-12-24,14954679,it,12-24
2015-12-25,16066737,it,12-25
2015-12-26,18839276,it,12-26
2015-12-27,19767112,it,12-27
2015-12-28,20693895,it,12-28
2015-12-29,20131028,it,12-29
2015-12-30,19250136,it,12-30
2015-12-31,15620989,it,12-31
2016-01-01,19113586,it,01-01
2016-01-02,21714693,it,01-02
2016-01-03,22880038,it,01-03
2016-01-04,23647501,it,01-04
2016-01-05,22812143,it,01-05
2016-01-06,22896628,it,01-06
2016-01-07,22332838,it,01-07
2016-01-08,21924027,it,01-08
2016-01-09,21550468,it,01-09
2016-01-10,24950749,it,01-10
2016-01-11,24668548,it,01-11
2016-01-12,23041783,it,01-12
2016-01-13,21700574,it,01-13
2016-01-14,23375307,it,01-14
2016-01-15,21603791,it,01-15
2016-01-16,20398988,it,01-16
2016-01-17,22941904,it,01-17
2016-01-18,22213496,it,01-18
2016-01-19,22391037,it,01-19
2016-01-20,22005110,it,01-20
2016-01-21,21754439,it,01-21
2016-01-22,21942430,it,01-22
2016-01-23,21487853,it,01-23
2016-01-24,22720610,it,01-24
2016-01-25,22892534,it,01-25
2016-01-26,22614874,it,01-26
2016-01-27,21836349,it,01-27
2016-01-28,21536203,it,01-28
2016-01-29,20519795,it,01-29
2016-01-30,19625695,it,01-30
2016-01-31,22004444,it,01-31
2016-02-01,22798330,it,02-01
2016-02-02,22892140,it,02-02
2016-02-03,23054048,it,02-03
2016-02-04,21337244,it,02-04
2016-02-05,19889026,it,02-05
2016-02-06,19565521,it,02-06
2016-02-07,21789486,it,02-07
2016-02-08,23349908,it,02-08
2016-02-09,23043667,it,02-09
2016-02-10,23990262,it,02-10
2016-02-11,22584028,it,02-11
2016-02-12,21228819,it,02-12
2016-02-13,20687570,it,02-13
2016-02-14,23489492,it,02-14
2016-02-15,22760574,it,02-15
2016-02-16,22962395,it,02-16
2016-02-17,21819153,it,02-17
2016-02-18,21126960,it,02-18
2016-02-19,20781230,it,02-19
2016-02-20,20532842,it,02-20
2016-02-21,21937017,it,02-21
2016-02-22,21729567,it,02-22
2016-02-23,21342590,it,02-23
2016-02-24,22168450,it,02-24
2016-02-25,22384108,it,02-25
2016-02-26,20543134,it,02-26
2016-02-27,20312717,it,02-27
2016-02-28,23741629,it,02-28
2016-02-29,25722424,it,02-29
2016-03-01,22008442,it,03-01
2016-03-02,21388181,it,03-02
2016-03-03,21337011,it,03-03
2016-03-04,19981667,it,03-04
2016-03-05,20357117,it,03-05
2016-03-06,23459607,it,03-06
2016-03-07,22891614,it,03-07
2016-03-08,20548583,it,03-08
2016-03-09,20963444,it,03-09
2016-03-10,19335300,it,03-10
2016-03-11,18790811,it,03-11
2016-03-12,18399623,it,03-12
2016-03-13,21371287,it,03-13
2016-03-14,21197254,it,03-14
2016-03-15,21081785,it,03-15
2016-03-16,21140916,it,03-16
2016-03-17,20071917,it,03-17
2016-03-18,20713437,it,03-18
2016-03-19,18976641,it,03-19
2016-03-20,22720734,it,03-20
2016-03-21,21751068,it,03-21
2016-03-22,21382039,it,03-22
2016-03-23,20232080,it,03-23
2016-03-24,20629416,it,03-24
2016-03-25,19944059,it,03-25
2016-03-26,19047576,it,03-26
2016-03-27,21199971,it,03-27
2016-03-28,21228275,it,03-28
2016-03-29,24040406,it,03-29
2016-03-30,22185059,it,03-30
2016-03-31,21434921,it,03-31
2016-04-01,20905155,it,04-01
2016-04-02,18822571,it,04-02
2016-04-03,21576665,it,04-03
2016-04-04,20753783,it,04-04
2016-04-05,20493150,it,04-05
2016-04-06,20043746,it,04-06
2016-04-07,20046317,it,04-07
2016-04-08,19804949,it,04-08
2016-04-09,18603082,it,04-09
2016-04-10,21391190,it,04-10
2016-04-11,20583432,it,04-11
2016-04-12,20188513,it,04-12
2016-04-13,20281855,it,04-13
2016-04-14,21685210,it,04-14
2016-04-15,18231053,it,04-15
2016-04-16,17348287,it,04-16
2016-04-17,20545067,it,04-17
2016-04-18,21114804,it,04-18
2016-04-19,20748402,it,04-19
2016-04-20,20111405,it,04-20
2016-04-21,20302995,it,04-21
2016-04-22,19020376,it,04-22
2016-04-23,19935667,it,04-23
2016-04-24,22227717,it,04-24
2016-04-25,21684021,it,04-25
2016-04-26,21290900,it,04-26
2016-04-27,20327640,it,04-27
2016-04-28,21238336,it,04-28
2016-04-29,18990186,it,04-29
2016-04-30,18361940,it,04-30
2016-05-01,21965327,it,05-01
2016-05-02,21157107,it,05-02
2016-05-03,20459430,it,05-03
2016-05-04,19418560,it,05-04
2016-05-05,19729441,it,05-05
2016-05-06,19558944,it,05-06
2016-05-07,18909890,it,05-07
2016-05-08,20000520,it,05-08
2016-05-09,21177573,it,05-09
2016-05-10,23204507,it,05-10
2016-05-11,22860966,it,05-11
2016-05-12,21422544,it,05-12
2016-05-13,21959908,it,05-13
2016-05-14,19606688,it,05-14
2016-05-15,20979189,it,05-15
2016-05-16,22087602,it,05-16
2016-05-17,20388393,it,05-17
2016-05-18,20541740,it,05-18
2016-05-19,21434024,it,05-19
2016-05-20,19281636,it,05-20
2016-05-21,17632094,it,05-21
2016-05-22,19865989,it,05-22
2016-05-23,22531542,it,05-23
2016-05-24,21500470,it,05-24
2016-05-25,20721673,it,05-25
2016-05-26,19828610,it,05-26
2016-05-27,18983392,it,05-27
2016-05-28,18665993,it,05-28
2016-05-29,21797364,it,05-29
2016-05-30,21537294,it,05-30
2016-05-31,20611086,it,05-31
2016-06-01,20244636,it,06-01
2016-06-02,23555205,it,06-02
2016-06-03,19969893,it,06-03
2016-06-04,19866365,it,06-04
2016-06-05,20709541,it,06-05
2016-06-06,20685403,it,06-06
2016-06-07,20260491,it,06-07
2016-06-08,19843678,it,06-08
2016-06-09,21624020,it,06-09
2016-06-10,20218700,it,06-10
2016-06-11,19186371,it,06-11
2016-06-12,20913790,it,06-12
2016-06-13,21120655,it,06-13
2016-06-14,21703115,it,06-14
2016-06-15,20000066,it,06-15
2016-06-16,19851423,it,06-16
2016-06-17,18698571,it,06-17
2016-06-18,17762537,it,06-18
2016-06-19,22241734,it,06-19
2016-06-20,20710034,it,06-20
2016-06-21,20982445,it,06-21
2016-06-22,19343596,it,06-22
2016-06-23,18972327,it,06-23
2016-06-24,18469916,it,06-24
2016-06-25,17386787,it,06-25
2016-06-26,18551502,it,06-26
2016-06-27,19563150,it,06-27
2016-06-28,20659875,it,06-28
2016-06-29,19728050,it,06-29
2016-06-30,19291469,it,06-30
2016-07-01,18044704,it,07-01
2016-07-02,17439233,it,07-02
2016-07-03,18897972,it,07-03
2016-07-04,19583936,it,07-04
2016-07-05,20231630,it,07-05
2016-07-06,19911652,it,07-06
2016-07-07,21197779,it,07-07
2016-07-08,17699244,it,07-08
2016-07-09,16301030,it,07-09
2016-07-10,18892845,it,07-10
2016-07-11,19141715,it,07-11
2016-07-12,19121670,it,07-12
2016-07-13,18973072,it,07-13
2016-07-14,19111026,it,07-14
2016-07-15,18918757,it,07-15
2016-07-16,17467376,it,07-16
2016-07-17,18305616,it,07-17
2016-07-18,18645891,it,07-18
2016-07-19,17457228,it,07-19
2016-07-20,17350206,it,07-20
2016-07-21,17577225,it,07-21
2016-07-22,17165692,it,07-22
2016-07-23,16249195,it,07-23
2016-07-24,17648900,it,07-24
2016-07-25,18397690,it,07-25
2016-07-26,17625420,it,07-26
2016-07-27,18968676,it,07-27
2016-07-28,16965064,it,07-28
2016-07-29,16918604,it,07-29
2016-07-30,17277592,it,07-30
2016-07-31,17223782,it,07-31
2016-08-01,18937314,it,08-01
2016-08-02,17388839,it,08-02
2016-08-03,16784081,it,08-03
2016-08-04,16792896,it,08-04
2016-08-05,17549400,it,08-05
2016-08-06,16161478,it,08-06
2016-08-07,16899289,it,08-07
2016-08-08,17844526,it,08-08
2016-08-09,17421578,it,08-09
2016-08-10,18329993,it,08-10
2016-08-11,17900124,it,08-11
2016-08-12,17543808,it,08-12
2016-08-13,16140107,it,08-13
2016-08-14,16782383,it,08-14
2016-08-15,16666276,it,08-15
2016-08-16,18011821,it,08-16
2016-08-17,18542586,it,08-17
2016-08-18,18717766,it,08-18
2016-08-19,18333004,it,08-19
2016-08-20,17708060,it,08-20
2016-08-21,18655961,it,08-21
2016-08-22,19474443,it,08-22
2016-08-23,19321974,it,08-23
2016-08-24,20402521,it,08-24
2016-08-25,20254315,it,08-25
2016-08-26,19837766,it,08-26
2016-08-27,18515791,it,08-27
2016-08-28,20036617,it,08-28
2016-08-29,20920217,it,08-29
2016-08-30,21152010,it,08-30
2016-08-31,21195828,it,08-31
2016-09-01,20217271,it,09-01
2016-09-02,19324331,it,09-02
2016-09-03,17921124,it,09-03
2016-09-04,19951557,it,09-04
2016-09-05,21204477,it,09-05
2016-09-06,21273012,it,09-06
2016-09-07,20206935,it,09-07
2016-09-08,19848528,it,09-08
2016-09-09,18937464,it,09-09
2016-09-10,18218607,it,09-10
2016-09-11,19665894,it,09-11
2016-09-12,19797104,it,09-12
2016-09-13,19891777,it,09-13
2016-09-14,18971250,it,09-14
2016-09-15,20050880,it,09-15
2016-09-16,19789328,it,09-16
2016-09-17,18173192,it,09-17
2016-09-18,19392370,it,09-18
2016-09-19,19305257,it,09-19
2016-09-20,18938944,it,09-20
2016-09-21,19146442,it,09-21
2016-09-22,18829472,it,09-22
2016-09-23,18507537,it,09-23
2016-09-24,17828556,it,09-24
2016-09-25,19348129,it,09-25
2016-09-26,19893933,it,09-26
2016-09-27,19104460,it,09-27
2016-09-28,19042748,it,09-28
2016-09-29,18229390,it,09-29
2016-09-30,17700203,it,09-30
2016-10-01,17627866,it,10-01
2016-10-02,18961781,it,10-02
2016-10-03,18991148,it,10-03
2016-10-04,19004148,it,10-04
2016-10-05,19235102,it,10-05
2016-10-06,18032017,it,10-06
2016-10-07,17767879,it,10-07
2016-10-08,18300832,it,10-08
2016-10-09,20734369,it,10-09
2016-10-10,20095450,it,10-10
2016-10-11,19462159,it,10-11
2016-10-12,18922035,it,10-12
2016-10-13,19516607,it,10-13
2016-10-14,20786346,it,10-14
2016-10-15,17214532,it,10-15
2016-10-16,18897677,it,10-16
2016-10-17,19175527,it,10-17
2016-10-18,20473710,it,10-18
2016-10-19,19778124,it,10-19
2016-10-20,18780250,it,10-20
2016-10-21,17940973,it,10-21
2016-10-22,17298790,it,10-22
2016-10-23,19704964,it,10-23
2016-10-24,19479268,it,10-24
2016-10-25,20595613,it,10-25
2016-10-26,19016091,it,10-26
2016-10-27,18487931,it,10-27
2016-10-28,17952498,it,10-28
2016-10-29,16957805,it,10-29
2016-10-30,19390492,it,10-30
2016-10-31,18417032,it,10-31
2016-11-01,21091534,it,11-01
2016-11-02,19885286,it,11-02
2016-11-03,19336906,it,11-03
2016-11-04,19134050,it,11-04
2016-11-05,19149072,it,11-05
2016-11-06,22607340,it,11-06
2016-11-07,21792467,it,11-07
2016-11-08,23653997,it,11-08
2016-11-09,23706840,it,11-09
2016-11-10,21686752,it,11-10
2016-11-11,20739079,it,11-11
2016-11-12,20518300,it,11-12
2016-11-13,22307306,it,11-13
2016-11-14,20793905,it,11-14
2016-11-15,20231582,it,11-15
2016-11-16,20111759,it,11-16
2016-11-17,19876292,it,11-17
2016-11-18,19345027,it,11-18
2016-11-19,20243899,it,11-19
2016-11-20,21509803,it,11-20
2016-11-21,21273856,it,11-21
2016-11-22,20675039,it,11-22
2016-11-23,20397728,it,11-23
2016-11-24,20326984,it,11-24
2016-11-25,19881660,it,11-25
2016-11-26,18965464,it,11-26
2016-11-27,20637727,it,11-27
2016-11-28,20439334,it,11-28
2016-11-29,21752459,it,11-29
2016-11-30,19904050,it,11-30
2016-12-01,19507602,it,12-01
2016-12-02,18490508,it,12-02
2016-12-03,18381439,it,12-03
2016-12-04,19350553,it,12-04
2016-12-05,19870666,it,12-05
2016-12-06,19454720,it,12-06
2016-12-07,18401346,it,12-07
2016-12-08,19531698,it,12-08
2016-12-09,19135850,it,12-09
2016-12-10,18933105,it,12-10
2016-12-11,21162388,it,12-11
2016-12-12,20708375,it,12-12
2016-12-13,19856084,it,12-13
2016-12-14,19307076,it,12-14
2016-12-15,19161910,it,12-15
2016-12-16,18649296,it,12-16
2016-12-17,17868578,it,12-17
2016-12-18,20451433,it,12-18
2016-12-19,20359405,it,12-19
2016-12-20,20172680,it,12-20
2016-12-21,19180227,it,12-21
2016-12-22,16959471,it,12-22
2016-12-23,16590043,it,12-23
2016-12-24,15972812,it,12-24
2016-12-25,17365415,it,12-25
2016-12-26,21386021,it,12-26
2016-12-27,20982338,it,12-27
2016-12-28,21048547,it,12-28
2016-12-29,20886675,it,12-29
2016-12-30,19819560,it,12-30
2016-12-31,16473722,it,12-31
2017-01-01,19799144,it,01-01
2017-01-02,23016211,it,01-02
2017-01-03,23103125,it,01-03
2017-01-04,22656253,it,01-04
2017-01-05,22166922,it,01-05
2017-01-06,22569787,it,01-06
2017-01-07,21817718,it,01-07
2017-01-08,23321971,it,01-08
2017-01-09,22411413,it,01-09
2017-01-10,22240979,it,01-10
2017-01-11,20850916,it,01-11
2017-01-12,20384175,it,01-12
2017-01-13,20934852,it,01-13
2017-01-14,20528267,it,01-14
2017-01-15,22864540,it,01-15
2017-01-16,21450560,it,01-16
2017-01-17,21886916,it,01-17
2017-01-18,22371017,it,01-18
2017-01-19,22053686,it,01-19
2017-01-20,20975453,it,01-20
2017-01-21,20217463,it,01-21
2017-01-22,23263588,it,01-22
2017-01-23,22930235,it,01-23
2017-01-24,23075972,it,01-24
2017-01-25,22475569,it,01-25
2017-01-26,22330915,it,01-26
2017-01-27,21793864,it,01-27
2017-01-28,21067184,it,01-28
2017-01-29,23574678,it,01-29
2017-01-30,23066230,it,01-30
2017-01-31,22378510,it,01-31
2017-02-01,22197087,it,02-01
2017-02-02,22389851,it,02-02
2017-02-03,21518664,it,02-03
2017-02-04,21534657,it,02-04
2017-02-05,23849580,it,02-05
2017-02-06,23203901,it,02-06
2017-02-07,23141724,it,02-07
2017-02-08,22999854,it,02-08
2017-02-09,24408987,it,02-09
2017-02-10,22128851,it,02-10
2017-02-11,22600930,it,02-11
2017-02-12,24782089,it,02-12
2017-02-13,22404041,it,02-13
2017-02-14,21536939,it,02-14
2017-02-15,21480399,it,02-15
2017-02-16,21283544,it,02-16
2017-02-17,21232075,it,02-17
2017-02-18,21810622,it,02-18
2017-02-19,22657303,it,02-19
2017-02-20,22574387,it,02-20
2017-02-21,21660480,it,02-21
2017-02-22,20822467,it,02-22
2017-02-23,20516394,it,02-23
2017-02-24,20086584,it,02-24
2017-02-25,19413993,it,02-25
2017-02-26,21250869,it,02-26
2017-02-27,24639913,it,02-27
2017-02-28,22597756,it,02-28
2017-03-01,20977384,it,03-01
2017-03-02,21232991,it,03-02
2017-03-03,20249918,it,03-03
2017-03-04,20132060,it,03-04
2017-03-05,22181969,it,03-05
2017-03-06,21381082,it,03-06
2017-03-07,21415439,it,03-07
2017-03-08,20949374,it,03-08
2017-03-09,20365619,it,03-09
2017-03-10,18936889,it,03-10
2017-03-11,18765424,it,03-11
2017-03-12,21379636,it,03-12
2017-03-13,21077386,it,03-13
2017-03-14,20893313,it,03-14
2017-03-15,21001215,it,03-15
2017-03-16,20562942,it,03-16
2017-03-17,19871636,it,03-17
2017-03-18,19436298,it,03-18
2017-03-19,21403777,it,03-19
2017-03-20,21608679,it,03-20
2017-03-21,21675900,it,03-21
2017-03-22,21048224,it,03-22
2017-03-23,21344753,it,03-23
2017-03-24,20000193,it,03-24
2017-03-25,19450154,it,03-25
2017-03-26,22045839,it,03-26
2017-03-27,21402681,it,03-27
2017-03-28,21159925,it,03-28
2017-03-29,20931640,it,03-29
2017-03-30,20706227,it,03-30
2017-03-31,19495458,it,03-31
2017-04-01,20139641,it,04-01
2017-04-02,22135567,it,04-02
2017-04-03,19963529,it,04-03
2017-04-04,20642639,it,04-04
2017-04-05,20036283,it,04-05
2017-04-06,19979521,it,04-06
2017-04-07,19272815,it,04-07
2017-04-08,18208339,it,04-08
2017-04-09,20519674,it,04-09
2017-04-10,21940811,it,04-10
2017-04-11,20757293,it,04-11
2017-04-12,18290149,it,04-12
2017-04-13,18715388,it,04-13
2017-04-14,18527998,it,04-14
2017-04-15,18757120,it,04-15
2017-04-16,19211932,it,04-16
2017-04-17,19832166,it,04-17
2017-04-18,21451281,it,04-18
2017-04-19,20059684,it,04-19
2017-04-20,19936454,it,04-20
2017-04-21,18967012,it,04-21
2017-04-22,18145095,it,04-22
2017-04-23,19831924,it,04-23
2017-04-24,20306945,it,04-24
2017-04-25,21690867,it,04-25
2017-04-26,21075904,it,04-26
2017-04-27,21013195,it,04-27
2017-04-28,19501659,it,04-28
2017-04-29,18942460,it,04-29
2017-04-30,19670034,it,04-30
2017-05-01,22485610,it,05-01
2017-05-02,20185567,it,05-02
2017-05-03,20508533,it,05-03
2017-05-04,20412068,it,05-04
2017-05-05,18845607,it,05-05
2017-05-06,19632232,it,05-06
2017-05-07,21858088,it,05-07
2017-05-08,21026806,it,05-08
2017-05-09,20407554,it,05-09
2017-05-10,19947372,it,05-10
2017-05-11,20554764,it,05-11
2017-05-12,19291406,it,05-12
2017-05-13,18428973,it,05-13
2017-05-14,19718195,it,05-14
2017-05-15,20694810,it,05-15
2017-05-16,21288414,it,05-16
2017-05-17,20973661,it,05-17
2017-05-18,21123952,it,05-18
2017-05-19,20459549,it,05-19
2017-05-20,19591480,it,05-20
2017-05-21,21290342,it,05-21
2017-05-22,21398884,it,05-22
2017-05-23,21088262,it,05-23
2017-05-24,20085631,it,05-24
2017-05-25,19543552,it,05-25
2017-05-26,18880705,it,05-26
2017-05-27,17582609,it,05-27
2017-05-28,19327640,it,05-28
2017-05-29,20235837,it,05-29
2017-05-30,19947011,it,05-30
2017-05-31,20379683,it,05-31
2017-06-01,18082358,it,06-01
2017-06-02,18751299,it,06-02
2017-06-03,18024796,it,06-03
2017-06-04,20252544,it,06-04
2017-06-05,20530214,it,06-05
2017-06-06,20579108,it,06-06
2017-06-07,19438471,it,06-07
2017-06-08,18635378,it,06-08
2017-06-09,18376027,it,06-09
2017-06-10,17199808,it,06-10
2017-06-11,18739160,it,06-11
2017-06-12,19813448,it,06-12
2017-06-13,19182434,it,06-13
2017-06-14,17162507,it,06-14
2017-06-15,16774359,it,06-15
2017-06-16,16780284,it,06-16
2017-06-17,16873538,it,06-17
2017-06-18,19006512,it,06-18
2017-06-19,19189771,it,06-19
2017-06-20,18695975,it,06-20
2017-06-21,17881674,it,06-21
2017-06-22,17210755,it,06-22
2017-06-23,16981318,it,06-23
2017-06-24,16590946,it,06-24
2017-06-25,18196163,it,06-25
2017-06-26,18482249,it,06-26
2017-06-27,18685595,it,06-27
2017-06-28,18065579,it,06-28
2017-06-29,17594479,it,06-29
2017-06-30,16740166,it,06-30
2017-07-01,16758122,it,07-01
2017-07-02,17781996,it,07-02
2017-07-03,18331408,it,07-03
2017-07-04,18378889,it,07-04
2017-07-05,17350655,it,07-05
2017-07-06,16860320,it,07-06
2017-07-07,16331534,it,07-07
2017-07-08,15651736,it,07-08
2017-07-09,17123065,it,07-09
2017-07-10,17195905,it,07-10
2017-07-11,17485978,it,07-11
2017-07-12,17085346,it,07-12
2017-07-13,16829090,it,07-13
2017-07-14,16688042,it,07-14
2017-07-15,16089761,it,07-15
2017-07-16,17571869,it,07-16
2017-07-17,17930881,it,07-17
2017-07-18,17470538,it,07-18
2017-07-19,16798176,it,07-19
2017-07-20,16969961,it,07-20
2017-07-21,16567636,it,07-21
2017-07-22,15652452,it,07-22
2017-07-23,17117182,it,07-23
2017-07-24,17595989,it,07-24
2017-07-25,17540456,it,07-25
2017-07-26,17012916,it,07-26
2017-07-27,16602668,it,07-27
2017-07-28,16277558,it,07-28
2017-07-29,15454873,it,07-29
2017-07-30,16701502,it,07-30
2017-07-31,16891263,it,07-31
2017-08-01,16794053,it,08-01
2017-08-02,16174621,it,08-02
2017-08-03,15950839,it,08-03
2017-08-04,15683286,it,08-04
2017-08-05,14948098,it,08-05
2017-08-06,16475090,it,08-06
2017-08-07,16580037,it,08-07
2017-08-08,16771230,it,08-08
2017-08-09,16513418,it,08-09
2017-08-10,16833319,it,08-10
2017-08-11,16617525,it,08-11
2017-08-12,15709777,it,08-12
2017-08-13,16303260,it,08-13
2017-08-14,16102811,it,08-14
2017-08-15,15736468,it,08-15
2017-08-16,17487334,it,08-16
2017-08-17,16805220,it,08-17
2017-08-18,16949255,it,08-18
2017-08-19,17236589,it,08-19
2017-08-20,18149911,it,08-20
2017-08-21,18343571,it,08-21
2017-08-22,18849110,it,08-22
2017-08-23,18999122,it,08-23
2017-08-24,18335669,it,08-24
2017-08-25,18232145,it,08-25
2017-08-26,16806609,it,08-26
2017-08-27,18499942,it,08-27
2017-08-28,19311254,it,08-28
2017-08-29,19870774,it,08-29
2017-08-30,19634563,it,08-30
2017-08-31,19914666,it,08-31
2017-09-01,19805250,it,09-01
2017-09-02,18986462,it,09-02
2017-09-03,19760883,it,09-03
2017-09-04,19787880,it,09-04
2017-09-05,19670812,it,09-05
2017-09-06,19201493,it,09-06
2017-09-07,20014299,it,09-07
2017-09-08,18348160,it,09-08
2017-09-09,17922758,it,09-09
2017-09-10,19469290,it,09-10
2017-09-11,19435842,it,09-11
2017-09-12,18433347,it,09-12
2017-09-13,17759289,it,09-13
2017-09-14,18879905,it,09-14
2017-09-15,18100864,it,09-15
2017-09-16,18137555,it,09-16
2017-09-17,19630138,it,09-17
2017-09-18,19433398,it,09-18
2017-09-19,19367637,it,09-19
2017-09-20,18304425,it,09-20
2017-09-21,18246809,it,09-21
2017-09-22,18009951,it,09-22
2017-09-23,17730519,it,09-23
2017-09-24,20871604,it,09-24
2017-09-25,20103380,it,09-25
2017-09-26,19569863,it,09-26
2017-09-27,18596874,it,09-27
2017-09-28,18936602,it,09-28
2017-09-29,17996570,it,09-29
2017-09-30,17063510,it,09-30
2017-10-01,19649527,it,10-01
2017-10-02,19735173,it,10-02
2017-10-03,19431679,it,10-03
2017-10-04,18674295,it,10-04
2017-10-05,18600894,it,10-05
2017-10-06,18000233,it,10-06
2017-10-07,17811810,it,10-07
2017-10-08,19935885,it,10-08
2017-10-09,20006137,it,10-09
2017-10-10,19601244,it,10-10
2017-10-11,18624164,it,10-11
2017-10-12,18418380,it,10-12
2017-10-13,17698410,it,10-13
2017-10-14,17020054,it,10-14
2017-10-15,18894241,it,10-15
2017-10-16,19079992,it,10-16
2017-10-17,18587703,it,10-17
2017-10-18,18278799,it,10-18
2017-10-19,18743340,it,10-19
2017-10-20,18717101,it,10-20
2017-10-21,18322797,it,10-21
2017-10-22,20337864,it,10-22
2017-10-23,19500621,it,10-23
2017-10-24,19405893,it,10-24
2017-10-25,18365286,it,10-25
2017-10-26,18311061,it,10-26
2017-10-27,17441447,it,10-27
2017-10-28,17125651,it,10-28
